,market,pair,trade_price,trade_volume
0,Bittrex,DCR/BTC,$53.54,"$335,759"
1,Poloniex,DCR/BTC,$53.53,"$143,356"
2,Upbit,DCR/BTC,$53.95,"$18,744"
3,Cryptopia,DCR/BTC,$53.34,"$8,857"
4,Vebitcoin,DCR/TRY,$55.28,"$7,612"
5,YoBit,DCR/BTC,$52.23,$919
6,Cryptopia,DCR/USDT,$51.03,$623
7,LiteBit.eu,DCR/EUR,$52.80,$423
8,Bleutrade,DCR/BTC,$53.34,$186
9,Bleutrade,DCR/DOGE,$52.99,$13
10,Tux Exchange,DCR/BTC,$45.20,$0
