,market,pair,trade_price,trade_volume
0,Upbit,NXS/BTC,$2.25,"$1,309,380"
1,Bittrex,NXS/BTC,$2.25,"$1,279,730"
2,Trade By Trade,NXS/BTC,$2.13,"$56,351"
3,RightBTC,NXS/BTC,$2.29,"$51,194"
4,Cryptopia,NXS/BTC, $2.29,"$34,327"
5,Trade By Trade,NXS/USDT,$2.11,"$25,455"
6,Vebitcoin,NXS/TRY,$2.54,"$24,903"
7,RightBTC,NXS/ETH,$2.24,"$2,715"
