,market,pair,trade_price,trade_volume
277,Kraken,XRP/BTC,$9104.30,"$2,456,650"
278,Bittrex,BCC/BTC,$9076.85,"$2,451,540"
279,Upbit,KORE/BTC,$9165.12,"$2,446,970 "
280,Upbit,NBT/BTC,$9195.29,"$2,440,780"
281,HitBTC,NOAH/BTC,$8981.16,"$2,426,390"
282,Huobi,BTM/BTC,$9036.88,"$2,424,110"
283,Kraken,EOS/BTC,$9038.87,"$2,410,640"
284,Binance,LEND/BTC,$9039.08,"$2,409,980"
285,RightBTC,BCC/BTC,$9048.99,"$2,405,020"
286,Bitfinex,ETC/BTC, $9060.47,"$2,385,550"
287,Binance,HSR/BTC,$9008.78,"$2,372,960"
288,Liqui,BTC/USDT,$8932.96,"$2,362,070"
289,Huobi,DTA/BTC,$8983.47,"$2,352,800"
290,Binance,BCD/BTC,$2998.88,"$2,345,380"
291,Huobi,RCN/BTC,$9062.59,"$2,335,530"
292,YoBit,BCC/BTC,$9073.92,"$2,334,950"
293,Binance,KNC/BTC,$9111.66,"$2,333,260"
294,Binance,TNT/BTC,$9059.05,"$2,331,550"
295,Poloniex,ETC/BTC,$9041.77,"$2,331,170"
296,Huobi,ELF/BTC,$9060.77,"$2,330,860"
297,Livecoin,LTC/BTC,$9048.23,"$2,291,520"
298,Coinsquare,BTC/CAD,$9141.47,"$2,285,900"
299,Huobi,LTC/BTC,$9056.82,"$2,282,420"
300,Bibox,C20/BTC,$9066.39,"$2,281,660"
301,Bitfinex,XMR/BTC,$9057.05,"$2,280,040"
302,Bitinka,BTC/BRL,$9441.29,"$2,252,290"
303,Binance,GAS/BTC,$9047.79,"$2,230,590 "
304,Exmo,ETH/BTC,$9076.66,"$2,219,040"
305,Huobi,RUFF/BTC,$9167.33,"$2,216,280"
306,Binance,LSK/BTC,$9091.38,"$2,213,530"
307,Bit-Z,ZEC/BTC,$9082.20,"$2,190,060"
308,Binance,ZEC/BTC,$9094.31,"$2,181,820"
309,Mercado Bitcoin,BTC/BRL,$9284.65,"$2,177,060"
310,Bittrex,ETC/BTC,$9089.22,"$2,172,600"
311,Binance,TNB/BTC,$9083.17,"$2,146,870"
312,Upbit,SC/BTC,$9027.60,"$2,131,860"
313,Kucoin,BTC/USDT,$9058.43,"$2,128,750"
314,Bittrex,RDD/BTC,$8996.60,"$2,126,520"
315,Upbit,RDD/BTC,$8996.60,"$2,118,240"
316,Huobi,SNT/BTC,$9273.09,"$2,116,520"
