,market,pair,trade_price,trade_volume
0,CoinExchange,SMART/BTC,$0.167246,"$39,689"
1,CryptoBridge,SMART/BTC,$0.147719,"$37,327"
2,HitBTC,SMART/BTC,$0.150069,"$34,007"
3,HitBTC,SMART/ETH,$0.147604,"$8,009"
4,HitBTC,SMART/USDT,$0.152071,"$7,900"
5,CoinExchange,SMART/DOGE,$0.160838,"$1,214"
6,Stocks.Exchange,SMART/BTC,$0.137232,$381
7,CryptoBridge,SMART/LTC,$0.177801,$277
8,CryptoBridge,SMART/BCH,$0.158984,$16
